name,HM_B_AB_nCi_2_SS1_X_LGP[1_2_6]_h-s_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS2_H_A_LGP[1_2_6]_h_MAS,GM_F_AB_Ci(2.0_-2.0)_2_SS2_H_T_LGP[1-3]_e_MAS,HM_B_AB_nCi_2_SS6_G_LGP[1-3]_e-s_MAS,HM_F_BB_Ci(2.0_-2.0)_2_NS6_H_C_LGP[1]_p_MAS,MN_B_AB_nCi_2_NS1_T_LGP[1]_c-m_MAS,N3_B_AB_nCi_2_SS2_H_n_T_LGP[1]_c-m_MAS,I50_Q_AB_nCi_2_SS1_C_LGP[1]_m_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS3_H_A_LGP[2-4]_h_MAS,MX_B_AB_nCi_2_SS4_H_n_X_LGP[2-4]_p-h_MAS,P3_Q_AB_Ci(2.0_-2.0)_2_MP7_T_LGP[2-4]_p_MAS,P2_B_AB_nCi_2_SS3_H_T_LGP[2-4]_c-m_MAS,P3_B_BB_Ci(2.0_-2.0)_2_SS4_H_T_LGP[4-6]_e-s_MAS,MX_B_AB_nCi_2_NS1_A_LGP[1]_c-m_MAS,MX_B_AB_nCi_2_SS2_H_n_X_LGP[2-4]_h-s_MAS,N2_B_AB_nCi_2_NS4_T_LGP[4-6]_c-m_MAS,Q2_B_AB_nCi_2_SS8_P_LGP[4-6]_m-s_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS4_H_A_LGP[2-4]_h_MAS,RA_B_AB_nCi_2_MP5_P_LGP[4-6]_e-s_MAS,I50_F_AB_nCi_2_NS1_n_P_LGP[1_2_6]_m_MAS,RA_Q_AB_nCi_2_NS5_A_LGP[4-6]_h_MAS,N3_B_AB_nCi_2_NS1_T_KA_c-m_MAS,HM_B_AB_nCi_2_SS1_X_KA_h-s_MAS,RA_B_AB_nCi_2_SS4_X_SRW_c-p_MAS,P2_Q_BB_Ci(2.0_-2.0)_2_NS4_H_A_KA_p_MAS,K_B_AB_nCi_2_NS3_T_NSRW_h-s_MAS,K_B_AB_nCi_2_SS8_T_NSRW_e-h_MAS,N3_Q_AB_nCi_2_NS8_n_T_KA_c_MAS,HM_F_BB_Ci(2.0_-2.0)_2_SS5_H_A_SRW_p_MAS,K_Q_AB_Ci(2.0_-2.0)_2_NS3_H_n_T_KA_h_MAS,RA_B_AB_nCi_2_NS6_H_n_D_SRW_m-p_MAS,HM_B_BB_nCi_2_NS0_H_A_SRW_m-e_MAS,RA_B_AB_nCi_2_SS4_A_SRW_c-p_MAS,HM_B_AB_nCi_2_SS4_M_SRW_p-h_MAS,MX_F_BB_nCi_2_NS1_H_X_NSRW_m_MAS,RA_B_AB_nCi_2_NS8_H_n_D_SRW_m-e_MAS,RA_Q_AB_nCi_2_NS8_H_n_D_SRW_e_MAS,HM_F_BB_Ci(2.0_-2.0)_2_NS5_H_A_SRW_e_MAS,P3_F_BB_nCi_2_NS4_H_A_KA_h_MAS,SD_Q_AB_nCi_2_MP6_P_NSRW_m_MAS,I50_B_AB_nCi_2_SS1_P_KA_h-s_MAS,RA_Q_AB_nCi_2_NS7_H_n_D_SRW_m_MAS,RA_F_AB_nCi_2_NS6_H_n_D_SRW_e_MAS,RA_F_AB_nCi_2_NS6_H_n_D_SRW_m_MAS,RA_Q_AB_nCi_2_NS6_H_n_D_SRW_e_MAS,MX_F_AB_nCi_2_SS1_n_X_LGP[1-3]_e_MAS,MX_F_AB_nCi_2_SS1_n_X_NSRW_e_MAS,RA_B_AB_nCi_2_NS6_H_n_D_SRW_m-e_MAS,RA_Q_AB_nCi_2_NS6_H_n_D_SRW_m_MAS,HM_F_BB_nCi_2_NS4_H_A_SRW_e_MAS,MN_B_AB_nCi_2_NS1_A_LGP[1]_c-m_MAS,MN_B_AB_nCi_2_NS1_A_NSRW_c-m_MAS,MN_B_AB_nCi_2_NS1_A_KA_c-m_MAS,P3_B_BB_Ci(2.0_-2.0)_2_NS4_H_A_LGP[1_2_6]_p-h_MAS,RA_Q_AB_nCi_2_NS7_H_n_D_SRW_e_MAS,MN_B_AB_nCi_2_NS1_T_NSRW_c-m_MAS,MX_B_AB_nCi_2_NS3_D_LGP[1]_m-e_MAS,RA_Q_AB_nCi_2_NS8_H_n_D_SRW_m_MAS,MX_Q_AB_nCi_2_NS3_D_LGP[1]_e_MAS,HM_Q_BB_nCi_2_SS2_H_A_SRW_e_MAS,HM_Q_BB_Ci(2.0_-2.0)_2_SS2_H_A_SRW_e_MAS,RA_B_AB_nCi_2_NS7_H_n_D_SRW_m-e_MAS,P3_B_BB_Ci(2.0_-2.0)_2_NS2_H_A_LGP[1-3]_p-h_MAS,P3_B_BB_Ci(2.0_-2.0)_2_NS2_H_A_LGP[1_2_6]_p-h_MAS,RA_Q_AB_nCi_2_NS5_H_n_D_SRW_e_MAS,MX_Q_AB_nCi_2_SS1_n_X_NSRW_e_MAS,MX_Q_AB_nCi_2_SS1_n_X_LGP[1-3]_e_MAS,HM_B_BB_nCi_2_SS2_H_A_SRW_e-p_MAS,HM_B_BB_Ci(2.0_-2.0)_2_SS2_H_A_SRW_e-p_MAS,GM_F_BB_nCi_2_NS5_H_A_SRW_h_MAS,GM_F_BB_Ci(2.0_-2.0)_2_NS5_H_A_SRW_h_MAS,HM_F_BB_Ci(2.0_-2.0)_2_NS5_H_A_SRW_m_MAS,HM_F_BB_nCi_2_NS5_H_A_SRW_m_MAS,HM_F_BB_nCi_2_NS5_H_A_SRW_e_MAS,MN_B_AB_nCi_2_NS1_X_KA_c-m_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS4_H_A_LGP[1-3]_h_MAS,MX_B_AB_nCi_2_SS2_H_n_X_LGP[2-4]_p-h_MAS,MN_B_AB_nCi_2_NS1_n_X_LGP[1-3]_c-m_MAS,MN_B_AB_nCi_2_NS1_n_X_NSRW_c-m_MAS,MN_B_AB_nCi_2_NS1_X_LGP[1]_c-m_MAS,MN_B_AB_nCi_2_NS1_X_NSRW_c-m_MAS,Q2_B_AB_nCi_2_NS7_P_SRW_e-h_MAS,RA_B_BB_nCi_2_SS3_H_D_SRW_p-h_MAS,I50_B_AB_nCi_2_MP3_P_KA_m-e_MAS,I50_F_AB_nCi_2_MP1_P_KA_p_MAS,Q3_F_BB_nCi_2_SS8_H_P_SRW_s_MAS,RA_B_AB_nCi_2_SS3_n_C_SRW_p-s_MAS,I50_B_BB_nCi_2_NS7_H_P_SRW_e-p_MAS,Q3_Q_BB_nCi_2_SS6_H_P_SRW_e_MAS,V_F_AB_nCi_2_SS4_A_NSRW_e_MAS,MX_F_AB_nCi_2_NS2_H_n_X_LGP[2-4]_e_MAS,MX_F_AB_nCi_2_NS2_D_KA_e_MAS,RA_B_AB_nCi_2_SS3_A_SRW_m-e_MAS,MX_B_AB_nCi_2_NS2_D_KA_m-e_MAS,MX_Q_AB_nCi_2_NS2_D_KA_e_MAS,HM_B_BB_Ci(2.0_-2.0)_2_SS5_A_KA_e-s_MAS,MX_Q_AB_nCi_2_NS2_H_n_X_LGP[2-4]_e_MAS,RA_F_AB_nCi_2_SS3_A_SRW_m_MAS,V_Q_AB_nCi_2_SS4_A_LGP[2-4]_e_MAS,MX_F_AB_nCi_2_SS2_H_n_X_LGP[2-4]_s_MAS,MX_B_AB_nCi_2_SS2_H_n_X_LGP[2-4]_e-s_MAS,P2_F_AB_Ci(2.0_-2.0)_2_NS2_A_KA_e_MAS,MN_F_AB_nCi_2_SS6_P_KA_e_MAS,SD_B_AB_nCi_2_MP5_T_LGP[2-4]_e-p_MAS,MX_F_AB_nCi_2_SS1_A_NSRW_e_MAS,MX_F_AB_nCi_2_SS1_A_LGP[1]_e_MAS,SD_B_AB_nCi_2_MP7_T_LGP[2-4]_e-p_MAS,RA_B_AB_nCi_2_NS7_A_LGP[4-6]_e-h_MAS,MX_Q_AB_nCi_2_SS1_A_LGP[1]_e_MAS,RA_B_AB_nCi_2_NS2_n_C_SRW_p-s_MAS,RA_B_AB_nCi_2_NS5_A_LGP[4-6]_e-h_MAS,RA_F_AB_nCi_2_SS1_A_NSRW_e_MAS,MX_F_AB_nCi_2_SS2_H_n_X_LGP[2-4]_e_MAS,MX_F_AB_nCi_2_SS2_H_n_X_LGP[2-4]_p_MAS,P3_B_AB_Ci(2.0_-2.0)_2_NS3_C_NSRW_m-s_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS5_H_A_LGP[1_2_6]_h_MAS,RA_B_AB_nCi_2_NS6_H_n_D_SRW_c-m_MAS,RA_B_AB_nCi_2_NS6_H_n_D_SRW_e-c_MAS,HM_F_BB_nCi_2_SS5_H_A_SRW_p_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS4_H_A_KA_h_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS4_H_A_LGP[1_2_6]_h_MAS,GM_F_BB_Ci(2.0_-2.0)_2_SS5_H_A_SRW_p_MAS,GM_F_BB_nCi_2_SS5_H_A_SRW_p_MAS,HM_F_BB_nCi_2_SS7_H_A_SRW_p_MAS,HM_F_BB_Ci(2.0_-2.0)_2_SS7_H_A_SRW_p_MAS,P3_B_BB_Ci(2.0_-2.0)_2_NS2_H_A_LGP[2-4]_p-h_MAS,classreal,Class
014 Aloesin,0.485605015,1.708317802,1.53514486,0,677.5072865,-0.190572837,0.116289147,0,3.844526431,1.316727749,1.732015906,0.038307551,0.168424448,0.088538303,0.082933206,1.9578151,0.062696199,17.10674269,0.005005264,2,26.2813134,0.908733602,0.485605015,0.089540345,529.4991204,-0.664281328,0.585062727,46.32797353,0.172835158,-0.033831744,3448.782268,2.490024874,0.089540345,0,1.249965972,22256.69932,57475.7952,13.90186736,28.14325592,0.018067046,0.500312184,2695.418465,1658.08,642.068333,5703.7952,0.4275,0.4275,2208.715065,855.2940751,17.65029445,-0.095286418,-0.095286418,-0.095286418,73.94220058,17975.2384,-0.190572837,6.88,8618.596106,17.544,2.721042253,2.721042253,6960.660134,7.342234048,7.342234048,1834.208,1.27925,1.27925,4.84829675,4.84829675,10.33666579,10.33666579,2.822134733,2.822134733,13.90186736,-0.095286418,19.84992393,0.513191891,-0.095286418,-0.095286418,-0.095286418,-0.095286418,1536.095695,0.249669808,0.113664875,0.3496872,0.059690976,0.219744217,1360.331676,0.546925638,0.084451781,3.44,7.265,0.416581491,9.677648214,24.9916,0.198804513,8.772,0.121099271,0.56276309,0.080672458,0.249816315,4.29663739,0.722974608,0.105014404,0.8525,0.8525,0.131372354,754.3921032,2.74125,37.34457779,46.02568999,0.8525,0.230384615,0.536598492,11.21499189,60.44584197,231.3294417,597.3861365,0.172835158,28.14325592,16.71617468,0.201030015,0.201030015,0.186661815,0.186661815,6.122385274,active,1
015 Resveratrol,0.484778794,1.682827126,1.547793941,0,1614.386565,-0.190919035,0.115857062,0,3.923573128,1.304682794,1.459243394,0.037001701,0.181245895,0.08832125,0.08316591,1.719909614,0.040387741,17.93725511,0.002845105,2,25.43550351,0.890877346,0.484778794,0.088317316,531.9762748,-1.397279946,1.433454938,31.08681717,0.162996538,-0.218523978,3421.69501,2.490024874,0.088317316,0,1.249965972,22247.53453,57452.128,13.90186736,28.49908553,0.019709577,0.553608395,2695.418465,1658.08,642.068333,5703.7952,0.4275,0.4275,2208.715065,855.2940751,17.65029445,-0.095459517,-0.095459517,-0.095459517,72.34726505,17975.2384,-0.190919035,6.88,8615.047168,17.544,2.721042253,2.721042253,6960.660134,7.171617716,7.171617716,1834.208,1.27925,1.27925,4.817606694,4.817606694,10.19792301,10.19792301,2.822134733,2.822134733,13.90186736,-0.095459517,20.33315495,0.499273965,-0.095459517,-0.095459517,-0.095459517,-0.095459517,1510.69405,0.243588161,0.13827821,0.357746641,0.04727538,0.343213074,3740.864977,0.408051037,0.087831549,3.44,7.265,0.416581491,9.677648214,24.9916,0.209083915,8.772,0.121099271,0.582544664,0.083870647,0.261501735,4.29663739,0.761651097,0.068896234,0.8525,0.8525,0.085237996,658.6829061,2.74125,12.77388096,44.26981461,0.8525,0.230384615,0.528789748,5.151752149,59.8998348,231.3364506,597.4042362,0.162996538,28.49908553,16.46726387,0.1879656,0.1879656,0.160241738,0.160241738,5.994490487,active,1
017 Cinnamic acid,0.477234238,1.977267374,1.603107025,0,662.5824208,-0.188383408,0.094082431,0.145833333,4.775177141,1.381555757,1.80953326,0.035143559,0.172454178,0.104011796,0.079740788,1.048131072,0.066354657,17.51579306,0.005197127,0.5,14.7596118,0.846947241,0.477234238,0.085376278,523.2720139,-0.287975268,0.671528965,52.17950393,0.170785617,0.465785109,3481.823706,2.490024874,0.085376278,0,1.249965972,22352.92965,57724.3008,13.90186736,28.2086171,0.017163693,0.041158471,2698.967403,1658.08,642.068333,5703.7952,0.4275,0.4275,2208.715065,855.2940751,17.65029445,-0.094191704,-0.094191704,-0.094191704,79.79821313,17998.9056,-0.188383408,6.88,8655.859955,17.544,2.721042253,2.721042253,6969.824926,8.292076301,8.292076301,1834.208,1.27925,1.27925,4.899422099,4.899422099,10.253242,10.253242,2.822134733,2.822134733,13.90186736,-0.094191704,22.03433653,0.481759529,-0.094191704,-0.094191704,-0.094191704,-0.094191704,1516.019599,0.241536778,0.048303571,0.11209432,0.058169407,0.203587025,1333.961324,0.581108143,0.080991242,2.55,7.265,0.381866367,9.677648214,24.9916,0.023407629,8.772,0.111007665,0.512006756,0.077130358,0.238961618,4.74595354,0.726481346,0.101230306,0.8525,0.8525,0.131359346,503.0965573,2.74125,34.39077733,29.74700969,0.8525,0.217980769,0.498317749,10.7164869,63.85774856,229.3858251,592.3669327,0.170785617,28.2086171,18.23594806,0.198424176,0.198424176,0.185117511,0.185117511,6.686507808,active,1
018 Gnetol,0.500147613,2.177518137,1.602249644,0,653.7962458,-0.188382294,0.093842076,0.145833333,5.23573971,1.429139199,1.751098256,0.033907265,0.147033342,0.104012529,0.079738029,0.814817114,0.060526056,18.5003635,0.00481509,0.5,15.09838823,0.846849034,0.500147613,0.085376275,491.155572,-0.365438912,-0.430714713,44.334974,0.171358506,0.504052016,3253.564652,2.490024874,0.085376275,0,1.249965972,22330.01766,57665.1328,13.90186736,30.26060127,0.016665526,0.077000906,2698.967403,1658.08,642.068333,5703.7952,0.4275,0.4275,2208.715065,855.2940751,17.65029445,-0.094191147,-0.094191147,-0.094191147,84.16663374,17998.9056,-0.188382294,6.88,8646.98761,17.544,2.721042253,2.721042253,6969.824926,8.712058935,8.712058935,1834.208,1.27925,1.27925,4.639483348,4.639483348,11.02654478,11.02654478,2.822134733,2.822134733,13.90186736,-0.094191147,24.42967219,0.484535145,-0.094191147,-0.094191147,-0.094191147,-0.094191147,1542.79986,0.238505429,0.045956175,0.103411621,0.057845718,0.196834146,1098.087339,0.571390121,0.080694621,2.55,7.265,0.381866367,9.677648214,24.9916,0.038012513,8.772,0.111007665,0.491993585,0.075786303,0.234365145,4.74595354,0.746616773,0.102545987,0.8525,0.8525,0.131121799,453.0738411,2.74125,32.47763416,27.06160875,0.8525,0.217980769,0.471296516,10.50787962,70.10697739,229.3945898,592.3895664,0.171358506,30.26060127,20.14902293,0.19923654,0.19923654,0.189553547,0.189553547,7.134239724,active,1
019 Dihydrognetol,0.509580531,1.769464621,1.602523194,0,655.7715523,-0.190647312,0.091074142,0.145833333,3.355828179,1.401772036,1.741319748,0.028663676,0.108858679,0.087114409,0.082579784,0.896385852,0.059886409,13.33094269,0.004299291,0.5,16.69974222,0.706230516,0.509580531,0.090141591,323.1669856,0.017877736,-0.124521067,7.707077741,0.174387452,1.190306143,3179.221415,2.490024874,0.090141591,0,1.249965972,22233.78734,57416.6272,13.90186736,23.32154591,0.016306254,0.076642751,2695.418465,1658.08,642.068333,5703.7952,0.4275,0.4275,2208.715065,855.2940751,17.65029445,-0.095323656,-0.095323656,-0.095323656,74.82224176,17975.2384,-0.190647312,6.88,8609.72376,17.544,2.721042253,2.721042253,6960.660134,7.374234429,7.374234429,1834.208,1.27925,1.27925,4.61445273,4.61445273,11.47976872,11.47976872,2.822134733,2.822134733,13.90186736,-0.095323656,17.84429527,0.52222973,-0.095323656,-0.095323656,-0.095323656,-0.095323656,1579.088182,0.254219057,0.03072,0.067990723,0.058250441,0.196792186,1201.140836,0.581574373,0.062827506,2.55,7.265,0.416581491,9.677648214,24.9916,0.082385316,8.772,0.121099271,0.313235094,0.075070094,0.231101268,3.926048427,0.785957199,0.100784442,0.8525,0.8525,0.125470907,442.6923501,2.74125,32.47071068,27.09736192,0.8525,0.230384615,0.47398137,10.56314988,63.73321697,231.3879244,597.5371623,0.174387452,23.32154591,17.52473885,0.203070505,0.203070505,0.192525176,0.192525176,6.238305899,active,1
021 3-hydroxy-trans-stilbene,0.500172222,2.161795952,1.533180653,0,659.7636016,-0.188382294,0.118498421,0,5.19860569,1.408233252,1.639089289,0.045143556,0.177791849,0.104012529,0.079200205,1.152325422,0.041050883,18.5568441,0.004910628,2,14.71804481,1.066962925,0.500172222,0.085451446,499.6891228,-0.567425104,-1.123587531,56.90563145,0.171426497,-0.606009668,3255.334729,2.490024874,0.085451446,0,1.249965972,22330.01766,57665.1328,13.90186736,30.36038483,0.017541326,0.502510735,2698.967403,1658.08,642.068333,5703.7952,0.4275,0.4275,2208.715065,855.2940751,17.65029445,-0.094191147,-0.094191147,-0.094191147,83.76550915,17998.9056,-0.188382294,6.88,8646.98761,17.544,2.721042253,2.721042253,6969.824926,8.662559959,8.662559959,1834.208,1.27925,1.27925,4.641511154,4.641511154,10.92950006,10.92950006,2.822134733,2.822134733,13.90186736,-0.094191147,24.26435552,0.483519241,-0.094191147,-0.094191147,-0.094191147,-0.094191147,1526.966051,0.239814703,0.119032258,0.352430589,0.059146911,0.203971305,1006.70841,0.558944462,0.112612495,2.55,7.265,0.381866367,9.677648214,24.9916,0.151828545,8.772,0.111007665,0.694201734,0.076021904,0.235115844,4.74595354,0.746498018,0.101332578,0.8525,0.8525,0.127373151,443.9619161,2.74125,33.65526534,26.56119977,0.8525,0.217980769,0.471657688,10.90276695,69.67472902,229.3945898,592.3895664,0.171426497,30.36038483,20.02899937,0.199320711,0.199320711,0.189629754,0.189629754,7.093221352,active,1
022 2.3-dihydroxy-trans-stilbene,0.537531208,3.741683851,1.49856209,0,164.1654073,-0.514488524,0.104750983,0.416278743,6.374068642,2.690451405,2.21929154,0.042867471,0.169109515,0.6474895,0.213925373,1.643427632,0.039418125,25.58489281,0.007448022,2,25.92386097,1.641457479,0.537531208,0.352046339,716.5409266,-0.614240379,0.180742098,87.19143015,0.250836436,3.858899025,3191.75178,1.845574843,0.352046339,0,1.91601196,25743.90298,66481.1648,21.75620137,50.41282215,0.037828452,0.855975488,2883.512183,1678.72,650.0608848,5774.7968,1.17625,1.17625,2236.209444,865.9408893,20.98926755,-0.257244262,-0.257244262,-0.257244262,136.92271,19229.6,-0.514488524,10.32,9968.967042,26.316,2.184765859,2.184765859,7446.394152,15.42157141,15.42157141,1834.208,3.47225,3.47225,3.906216953,3.906216953,18.16536619,18.16536619,4.475037278,4.475037278,21.75620137,-0.257244262,40.07370388,1.419665857,-0.257244262,-0.257244262,-0.257244262,-0.257244262,1577.308842,1.609980889,0.248062072,0.6314375,0.0592891,1.004458125,3124.41551,0.33769014,0.198997219,9.43,8.155,0.381866367,10.86321007,28.0532,0.337850086,32.4392,0.111007665,2.268992723,0.151047352,0.502215958,9.574376539,0.47033686,0.198450985,1.92,1.92,0.22447899,996.1225693,6.03075,30.68163,46.27213388,1.92,0.666802885,0.985783992,6.231304374,112.2327885,230.3702529,594.9091231,0.250836436,50.41282215,33.75816117,0.290034627,0.290034627,0.230248942,0.230248942,8.380671184,active,1
023 3.4-dihydroxy-trans-stilbene,0.504611947,4.635463775,1.521541923,0,451.9917921,-0.5212948,0.103753097,0.499534491,8.447202813,2.838447038,2.173847936,0.038314321,0.167546965,0.636978397,0.237567827,1.126224376,0.05518314,38.07289077,0.002968249,2,13.78501971,1.637705926,0.504611947,0.425304155,1203.793874,0.133518096,1.937349748,126.0828682,0.234439671,2.764498878,3228.648137,1.666686207,0.425304155,0,1.91601196,25088.6203,64788.96,28.22414032,79.06891545,0.041510754,0.969636959,2826.729174,1664.96,644.7325169,5727.4624,1.17625,1.17625,2217.879858,858.8430132,24.06860628,-0.2606474,-0.2606474,-0.2606474,263.3775977,18850.9248,-0.5212948,10.32,9715.21797,26.316,1.893101448,1.893101448,7299.757467,19.66204807,19.66204807,1834.208,3.47225,3.47225,3.591300646,3.591300646,23.80858228,23.80858228,5.600926461,5.600926461,28.22414032,-0.2606474,68.71192023,1.231089717,-0.2606474,-0.2606474,-0.2606474,-0.2606474,0,1.547298964,0.241934681,0.619447917,0.044701978,1.019392677,3265.418085,0.186104751,0.227295712,9.43,8.155,0.381866367,10.86321007,28.0532,0.329344537,32.4392,0.111007665,2.590024193,0.197960879,0.620635296,8.469981676,0.073717838,0.324871035,1.92,1.92,0.398092969,446.8103711,6.03075,30.58178032,31.03305712,1.92,0.691610577,1.092511206,8.045785739,249.5285767,230.3704816,594.9097137,0.234439671,79.06891545,63.89240717,0.277232639,0.277232639,0.202742563,0.202742563,10.55588581,active,1
025 3.3_-dihydroxy-trans-stilbene,0.509682083,4.281740331,1.547583702,0,0,-0.189496444,0.07412126,0,6.928311124,1.564573635,2.243070459,0.038344013,0.15768638,0.095801821,0.087393436,0.427240452,0.026032981,27.48515357,0.004253407,0.583090967,13.46279879,0.667866771,0.509682083,0.083104164,660.2391362,-0.402003549,0.780896563,31.85288654,0.258857485,-0.15093087,3125.387999,1.629495357,0.083104164,0,1.445294588,22284.1937,57546.7968,25.59038703,55.8910771,0.040872958,0.341904169,2697.192934,1658.08,642.068333,5703.7952,0.50875,0.50875,2208.715065,855.2940751,23.11036217,-0.094748222,-0.094748222,-0.094748222,154.8534182,17987.072,-0.189496444,6.88,8629.24292,17.544,2.068754074,2.068754074,6965.24253,17.1234934,17.1234934,1834.208,1.4535,1.4535,3.915581318,3.915581318,23.84261294,23.84261294,4.971324643,4.971324643,25.59038703,-0.094748222,45.18649714,0.51824608,-0.094748222,-0.094748222,-0.094748222,-0.094748222,1723.922523,1.661493715,0.095183486,0.184585227,0.05710451,0,1303.163902,0.625032559,0.113251217,2.55,7.265,0.381866367,9.677648214,24.9916,0.20450714,8.772,0.111007665,0.640302195,0.086550139,0.246934813,4.585710596,0.795612188,0.098071887,0.8525,0.8525,0.127934442,325.2240306,2.74125,0,22.62428039,0.8525,0.233461538,0.546932888,0,132.5418786,230.3706638,594.9101843,0.258857485,55.8910771,39.74361223,0.310584085,0.310584085,0.254565978,0.254565978,8.681607879,active,1
026 3.3_.4-trihydroxy-trans-stilbene,0.460425098,3.538457378,1.535718571,0,631.5495922,-0.601584584,0.137899042,0.444030659,9.09760093,2.44445485,1.379585819,0.05388689,0.358381759,0.72496847,0.428529466,7.765560046,0.100436255,46.73380601,0.004183405,2,9.718221323,2.515448065,0.460425098,0.425513657,3845.577655,-0.9422311,-0.417666312,207.5854942,0.195761708,0.119894503,3913.579266,2.608829576,0.425513657,0,2.748137966,30601.24317,79024.7808,35.74463005,71.66763748,0.018528119,0.992749989,3548.938071,2077.76,804.5835542,7147.4944,1.592708333,1.592708333,2767.767426,1071.779297,20.71992294,-0.341506517,-0.341506517,-0.341506517,313.4098643,23667.2,-0.601584584,10.32,11849.90422,26.316,2.167439293,2.167439293,9164.792803,20.70054369,20.70054369,2177.3824,5.096216667,5.096216667,4.645962691,4.645962691,17.35301295,17.35301295,8.937332255,8.937332255,35.74463005,-0.341506517,61.66281875,1.119642739,-0.341506517,-0.341506517,-0.341506517,-0.341506517,0,0.243787942,0.105014881,0.259707494,0.054956682,1.480820176,3500.088449,0.216439692,0.359414953,10.32,8.155,0.199234626,10.86321007,28.0532,0.290667228,32.4392,0.057917042,3.908162453,0.331374089,1.039195495,9.060156217,0.020114815,0.161111419,3.32875,3.32875,0.197447683,651.1902148,11.0682,72.76002907,41.3761134,3.32875,0.854122596,1.860376296,17.40248346,205.8447369,210.8874926,544.5967599,0.195761708,71.66763748,51.67323724,0.242801704,0.242801704,0.086133056,0.086133056,15.2011669,active,1
027 3.3_.4.4_-tetrahydroxy-trans-stilbene,0.491412065,1.70980169,1.552546388,0,719.9988923,-0.574968309,0.10555885,0.145833333,3.827793188,2.199686939,1.490433749,0.035065696,0.14597556,0.263099328,0.144916219,3.689036979,0.045170573,15.99420615,0.005284817,2,34.09875238,1.055098042,0.491412065,0.42116341,474.1489509,-0.55694999,0.177037311,263.9400504,0.185018561,0.707046028,3444.086516,2.436759288,0.42116341,0,1.249965972,22256.69932,57475.7952,15.52528058,26.39174206,0.01644081,0.501093407,2695.418465,1658.08,642.068333,5703.7952,0.74875,0.74875,2208.715065,855.2940751,18.3075704,-0.287484154,-0.287484154,-0.287484154,70.40267039,17975.2384,-0.574968309,6.88,8618.596106,17.544,2.393370348,2.393370348,6960.660134,7.125272759,7.125272759,1834.208,2.193,2.193,4.257315365,4.257315365,11.65578371,11.65578371,3.217398907,3.217398907,15.52528058,-0.287484154,19.21642977,1.025720911,-0.287484154,-0.287484154,-0.287484154,-0.287484154,1471.481975,0.243586996,0.116266151,0.317725813,0.061364439,1.355217708,1230.723609,0.577270637,0.089991839,5.16,7.265,0.416581491,9.677648214,24.9916,0.137905302,17.544,0.121099271,0.646974354,0.138331406,0.425926904,6.69146112,0.600635394,0.094078196,1.0675,1.0675,0.115015993,1558.431373,3.2895,51.49827291,77.55630901,1.0675,0.399182692,0.930709153,13.55661566,59.50213285,231.5814228,598.0368534,0.185018561,26.39174206,16.5803962,0.215945466,0.215945466,0.198796544,0.198796544,6.047094764,active,1
031 3-amino-4-hydroxybenzoic acid,0.476539903,1.55525624,1.585348304,0,718.121732,-0.574968337,0.092003671,0.145833333,3.466264878,2.277301018,1.505226103,0.031161314,0.133778522,0.263096421,0.146858682,3.519203032,0.045382164,13.9537308,0.005124373,1.5,36.17265993,0.992017212,0.476539903,0.41941749,408.6964839,0.15208119,-0.267615324,295.2406247,0.190582166,3.069633349,3406.324872,2.416085724,0.41941749,0,1.249965972,22256.69932,57475.7952,16.28601076,23.11468409,0.01595732,0.561245363,2695.418465,1658.08,642.068333,5703.7952,0.74875,0.74875,2208.715065,855.2940751,18.58439469,-0.287484168,-0.287484168,-0.287484168,65.16784148,17975.2384,-0.574968337,6.88,8618.596106,17.544,2.283383014,2.283383014,6960.660134,6.583958182,6.583958182,1834.208,2.193,2.193,4.149372723,4.149372723,11.73295053,11.73295053,3.408346151,3.408346151,16.28601076,-0.287484168,17.17755877,1.059105525,-0.287484168,-0.287484168,-0.287484168,-0.287484168,1473.440717,0.243631639,0.105980565,0.319142216,0.061129727,1.33455577,1428.416235,0.587806796,0.085188989,5.16,7.265,0.416581491,9.677648214,24.9916,0.114087019,17.544,0.121099271,0.614471422,0.135017632,0.416654128,7.172943956,0.62023599,0.083244448,1.0675,1.0675,0.100333914,1485.387876,3.2895,50.71311927,79.39517191,1.0675,0.399182692,0.927386813,13.52751302,54.68965201,231.5814228,598.0368534,0.190582166,23.11468409,15.14650151,0.222321692,0.222321692,0.202572256,0.202572256,5.56459284,active,1
